age,weight,resistance,force,speed,duration,emg_rms,activation_score
22,79,40,45.899942648448935,11,28,0.8390678259478254,74.78667084509742
43,48,33,38.261055779785295,26,20,0.7684167797773183,67.48149560651329
31,49,40,40.487170551486514,19,24,0.8536534422504309,79.3093050156
56,45,38,36.865287669310376,16,10,0.7428426319928223,66.16710586056142
44,48,51,53.00000002806783,19,19,0.9907686449467087,92.39481559674374
26,56,41,52.44395330440145,28,19,0.8067808512977095,75.98773057654921
32,71,26,17.183816505482575,29,18,0.5951665876777055,45.83671534510568
32,86,23,26.91013693787064,18,25,0.5253852468531001,46.39782936676387
43,67,49,44.44191348923049,26,16,0.9514723354247298,88.10975390786462
59,69,45,44.900408018501345,18,6,0.8170368112229986,74.97749544804341
30,65,57,55.76059940460669,18,12,1.1003737923447339,100.0
68,96,33,30.858408711011222,14,23,0.7003838030561946,69.72721535927943
49,68,54,53.94767435473635,16,18,0.9706704869928343,91.68370500458565
56,69,36,30.32914427361105,20,9,0.7462135404220817,65.79631403693253
66,89,34,39.14590218063984,17,28,0.7062114263129327,66.22786252802048
69,99,41,32.029282444006995,23,13,0.8076241640922915,74.83613970851704
49,90,27,29.69882256414171,11,17,0.6047885390516726,46.72659025937926
21,76,55,53.36732073732714,19,13,0.9307842474051525,87.15453312413887
47,99,27,21.14537553096273,25,18,0.5266060656307668,44.044686850244005
54,76,46,47.01191685299348,25,9,0.8735388488306033,79.87322498099
40,49,35,27.21524456646761,28,6,0.754485674019767,64.6778790807
56,80,18,18.198569108598175,20,11,0.5160500270694521,42.42847388874317
62,90,44,36.885615460942226,15,20,0.9056211479208183,80.06005355528222
32,86,17,19.306360421589154,15,15,0.5492135629094387,48.24067268802855
60,93,29,24.378213331848123,16,15,0.5851535264296949,57.27740877878179
46,86,51,48.745029914853454,25,27,0.9443008065863258,83.30104867926094
53,83,31,32.46974693971581,22,16,0.6517847384820521,52.851614009123246
30,60,28,24.13728944078882,12,17,0.5671109169388904,51.42888301459362
49,77,39,38.710180001658486,18,12,0.6914761645414695,63.332126180211766
24,93,37,29.43084749377573,12,28,0.7164168515680366,69.526146483804
68,65,44,47.154378017980775,15,20,0.8114936104043483,71.43190397521228
39,53,52,60.82456902775385,26,25,1.0224142510620529,90.57927455989191
45,50,20,33.96104433954981,12,5,0.6755937621758983,51.20439125627131
19,95,40,40.455840733332195,11,17,0.7768119488501256,76.06990681664551
59,89,58,61.941020703985934,21,15,1.099443803801333,100.0
62,79,57,48.096871635462556,15,8,1.055816777467777,97.17504345547977
23,83,48,55.51367163152794,19,8,0.9715829227559349,84.35981938470128
45,66,45,48.88114252362053,20,19,0.9090299220152175,78.53096558668565
45,85,39,36.58033277524383,25,7,0.7547815421918153,68.32532407471939
61,98,32,38.185904001445046,25,28,0.6993356212541636,57.22457456353095
61,49,28,26.727619616773293,27,23,0.5656375719744751,48.56302202740371
37,86,21,18.70987408492722,18,25,0.5458516208691064,52.4969642529336
47,67,24,26.376674627137458,28,6,0.4848087903049825,39.341940355564134
28,61,40,34.6832275008484,11,10,0.8219705544233522,72.67331102194504
45,56,52,57.10812382199974,10,26,0.9353556998727366,89.57447760617721
42,67,46,40.72005094036578,25,28,0.9117306184056615,78.06107425010774
56,60,46,40.74972605088407,27,12,0.8460577539438113,81.2445739064931
50,47,24,19.451551057958326,12,21,0.4756643208831377,47.06400467623603
18,74,38,41.79750018758061,10,9,0.8179524331918849,74.34367979848986
44,66,59,55.916123192401464,15,6,1.1160189927157962,100.0
69,53,52,45.26002107816416,28,16,0.9243961729856439,82.67438422052543
30,73,35,31.97160000032101,28,9,0.7458885274355517,63.68408535858785
58,91,53,52.83978814659756,20,14,0.8799447159995204,83.44627867508282
20,81,11,5.095137581678072,17,13,0.2694458734210603,24.574566861588174
56,67,29,23.24159445482828,14,24,0.6708284187975778,56.45673561153046
23,57,24,34.556481670497924,29,12,0.6015989446425939,52.560644267435755
25,76,13,8.697172980930565,18,5,0.2803751985822105,24.58307272501073
44,90,31,29.384788156134967,24,28,0.6219806317585752,52.735082068266195
26,96,59,57.16381499600357,23,10,1.0296490513537637,92.21178842127009
54,91,47,44.89321596114779,13,28,0.8861679932320927,82.74213761044511
50,92,32,35.10673369984551,17,26,0.6769961193088452,57.18092409360137
68,67,35,39.74071475236025,29,15,0.7576501602087093,68.38305536418457
59,89,20,18.47022784234204,26,7,0.48887783663108153,36.5385786140899
61,61,37,30.817608567038256,11,19,0.7920750055870422,73.9091190264528
41,99,11,17.372201139244517,29,15,0.418088435682206,30.705225760131228
32,84,17,16.523294544016586,25,28,0.47550005327976225,36.45812960925538
49,65,38,46.651609074285844,19,9,0.8715159015661554,77.01277760633457
49,46,20,8.772070512174185,11,20,0.42442191503939186,40.99370271205395
41,81,46,46.9770161064166,20,25,0.8317912083641588,72.76652444215132
58,50,27,36.59303166938104,19,11,0.7133136745785177,60.12862430070597
69,88,59,57.23367932280921,28,10,1.0829604840194518,96.48160802749459
66,62,23,21.87253288332682,23,13,0.5463302248115806,45.8905665842803
66,74,19,20.477558457951694,20,11,0.46072129621324664,36.50366101952177
69,66,44,41.206020905575215,18,7,0.8151873378726973,69.51074330265594
29,98,18,16.439640339736336,16,15,0.5045343186372239,39.39733285018082
56,77,44,42.310924529042985,24,16,0.9007874125520955,85.37625805978197
19,74,20,16.862896327868135,29,25,0.5235056519266736,42.82063678799271
20,61,53,59.1442827510028,26,29,1.0653694940272878,96.56664568360726
66,87,21,23.305390161482176,12,15,0.5549784276703988,47.450437043605994
54,76,12,13.25314116051651,24,6,0.3928418423064904,30.07247111219172
66,86,48,52.04285503445058,23,5,0.9314452909562039,83.02618750800218
34,95,23,21.678220833982664,17,28,0.598907296666991,52.99336932648248
66,58,37,33.1289809082355,13,28,0.716958861016656,66.1591354441106
19,54,20,16.986878476927213,19,6,0.5034333530786734,38.96086361581803
19,91,48,48.008915205523046,11,18,0.8798439261299028,83.3486875997048
45,95,34,28.70394145813549,23,17,0.6505547554481549,50.26815466603774
40,80,30,27.498694917066622,17,28,0.6256857461924717,56.896437294431095
54,78,19,16.419416790642828,19,9,0.43190016511685597,32.22394263883892
49,53,52,62.62278114914507,27,6,1.0730064970196402,95.75235450306097
50,86,24,10.130925300330416,24,27,0.4232529139244006,32.67635030436349
18,72,28,27.101901392971833,14,27,0.6204709881339128,55.24614864931231
36,55,57,65.62846896407385,22,23,1.1047677496624784,100.0
19,58,31,31.60922232066227,27,21,0.5775061326873273,54.608971870734926
61,83,30,33.76708736710546,11,15,0.6467842458093469,53.91866669971331
43,99,53,53.499131575498836,22,20,1.0102806347799014,95.24886964940552
49,91,41,37.6633330939176,23,24,0.8197530651342916,73.67370332687575
23,98,59,47.790420327455436,19,22,1.0187367412072688,94.04693783810762
49,63,32,33.027278435181515,13,24,0.7189808023999433,66.79803370717384
21,98,22,18.121966976988045,24,12,0.5051440220231382,41.50374720859544
28,59,14,9.998322969173481,17,6,0.3906742604496203,34.20653238517166
34,72,13,10.505063720104442,24,21,0.3951080120498499,27.731831824604008
55,68,37,45.72430703311747,23,15,0.8449715166022959,72.19873023129479
41,52,23,35.02418771126986,18,18,0.5713350384355728,51.837603233229615
22,87,17,18.086039687642003,29,20,0.4360891048122951,38.643329955694874
69,53,18,15.676163880441361,12,19,0.42493599481574607,36.88978388780114
51,91,44,38.11386791274395,24,19,0.813959453756623,65.1548895244625
23,77,46,48.342700807730346,26,7,0.97302521694264,85.84486950758583
39,77,30,38.91452800032572,25,11,0.7232089059681197,61.953990830916865
28,63,27,25.763298064874217,13,16,0.542262003065929,48.1826401151948
65,47,42,30.10501979623388,20,26,0.7405027507017357,68.84923574113544
33,54,17,20.350248359077618,17,26,0.4903896030092082,39.500438457944696
50,84,58,62.92699855725024,12,27,1.0493096037396128,100.0
26,91,26,18.070771798070762,28,28,0.514086856949616,39.82680873777615
23,86,52,52.882420918314764,23,7,1.0516600879002813,98.84335315408492
33,45,40,42.25613008068049,18,23,0.7806118689797432,75.49918599026275
46,73,43,42.63446348995531,12,14,0.8909056582512458,79.03327344591874
20,94,15,11.046145404573231,13,12,0.46799688649941307,36.598951443143854
37,78,31,36.07968611781778,13,20,0.6537253260306407,60.23011202378384
53,95,23,20.983101270156588,20,20,0.49041737852292594,38.571729052605406
36,57,12,4.574069186500339,28,16,0.3290637416084434,22.84729071536851
43,98,21,10.752627571651596,25,27,0.40933175182457676,37.35412101533419
20,45,45,51.30424759999655,26,9,0.9125729319251199,83.51865484744049
36,78,21,24.083319882355593,19,24,0.5201340038191087,50.05130933059746
37,73,54,54.43986773564585,26,10,1.0302283394725444,93.93061960060417
49,92,11,8.798626815745983,25,29,0.42384030689037094,30.374710544395114
24,91,11,8.355007928984366,29,10,0.3926492886834378,29.065673629634084
69,57,24,18.621316757791945,15,12,0.5575685725595775,48.353720786540286
58,92,32,29.842721777200577,16,21,0.570911188237607,51.66322373139915
50,93,38,27.39956392439913,23,16,0.7391666187271144,65.86191837388196
57,97,26,22.31968173265743,20,26,0.6577297916985146,53.623083209342454
56,73,41,39.445312418244534,21,18,0.656700436275547,61.48268816695569
35,83,16,19.049400235952096,23,6,0.4897161283285417,35.15130046300756
57,68,39,38.80036768313318,14,23,0.7760339096778427,68.83223295050308
18,70,37,40.9746155693778,14,10,0.7323833276957419,66.5340299262399
28,61,23,29.745675525567147,29,22,0.6187848068234335,43.82412460790791
45,51,53,58.29085046912051,24,8,1.1069395473759691,100.0
42,57,39,41.352549236892784,10,26,0.8355242826263517,70.38247908056562
67,49,26,26.05931339590392,18,9,0.5717369694164433,51.94772062600999
40,70,41,36.096059957932205,12,10,0.7433068085692534,65.48611681575578
48,93,55,58.69972025689658,13,19,1.05072998297396,96.74364256580631
47,47,15,23.398736911107648,25,10,0.5106521491746177,41.90956387481771
59,51,33,34.710530198252094,16,12,0.6841999996795741,68.03041853280438
52,93,15,24.586295742130616,23,13,0.4584123291281132,36.9223422633711
24,83,36,28.372141459694582,25,25,0.8429607197903929,67.28897859863291
33,97,27,21.229183076102295,27,26,0.6300785126784978,55.967366412187154
43,45,33,37.27600753874131,25,10,0.7738864716133882,66.11516251449402
65,93,46,47.32145105076626,25,26,0.8235929599508908,74.89715675944772
69,61,33,39.568910882859036,11,6,0.6924851204496222,64.77239872563261
66,87,47,46.9226417963663,19,20,0.9083472909545435,76.29164940564634
19,69,43,38.66012288735834,16,24,0.7732437365425342,71.57910946660833
18,47,49,47.932033788974785,24,5,1.0096800338893386,89.445321041289
65,59,56,48.33658014538133,18,20,1.072198516056439,100.0
29,73,24,18.357046634514827,16,5,0.5051079663033714,46.58997859428593
22,97,20,24.862219989590052,25,5,0.6135070302783245,45.19955665392132
54,87,31,35.36393707234805,12,11,0.6866070805257433,65.61644399910661
49,76,33,34.815021424030384,26,20,0.8335445929896044,72.73214270364898
26,70,10,1.3946123951976528,17,21,0.3142073685022401,20.09486468781956
58,60,27,25.207982122435556,11,20,0.6248495481285989,56.05522316076623
52,69,53,46.875000556699746,29,20,1.0343701748419767,95.9540923289257
36,98,21,26.882666268938827,12,10,0.6082949988350846,48.92146828908659
65,72,52,49.081389332186994,17,22,0.9909435499677296,95.6082160049546
33,53,37,31.57126144609225,11,26,0.7207992912582696,62.02605697827899
20,45,49,49.148980825607126,28,26,0.9614515391276915,83.64244160027438
37,73,16,12.799227715826941,26,7,0.38318692998532894,27.42634189265724
41,66,32,39.41871955101853,14,12,0.7247002836982985,68.90682389062987
50,60,30,26.325945512329046,29,8,0.5761643509367456,47.82009966529206
41,85,43,36.003858703876844,26,27,0.7209752115153691,61.889565913246535
69,95,20,9.235432421212423,19,8,0.44869850031303427,39.43151266178493
28,88,31,30.846067487932924,18,21,0.7273442319732483,65.87108152963802
66,95,51,48.19034943071037,15,26,0.9972419792333548,94.08196662305077
25,98,44,36.85547696744136,20,9,0.8201817700509264,74.00052410839608
53,85,38,43.946132306278926,11,29,0.8870801464401695,80.93001461832442
55,51,51,54.33622573714621,21,18,0.9532280591434023,85.4075454727843
57,58,37,36.85891060531385,21,19,0.6584029199366681,64.59663862874064
37,73,27,33.821631220854336,25,29,0.5300030913942236,48.93286278751169
52,63,23,26.312680166993065,21,16,0.5025038538051795,46.14917879153638
65,63,27,22.885720492407838,27,17,0.6252598396251506,55.103134973732686
42,46,37,31.80389918004617,22,28,0.6972793617268617,64.04154885613394
52,85,33,37.08990772226931,24,27,0.7384974707042118,60.446710203887584
42,89,17,18.981834782336755,25,22,0.5472233430908826,45.77777115603755
46,59,51,51.84873883985331,13,18,0.9142388460703763,86.18190337582007
35,47,54,49.76751098565546,21,28,1.0127625415180719,96.8110955762985
63,55,17,20.03973783502877,26,23,0.49714684280793,42.09400497178168
35,97,13,9.222505584330253,10,26,0.3330756284979961,30.19719169029875
19,90,36,35.49006672703161,27,11,0.8051608798974123,64.7601959992025
52,74,45,52.2347207319349,25,10,0.8967882508822006,79.97605846075064
33,84,14,10.69582882094927,10,9,0.3742914950590959,30.469642825016702
58,62,42,34.135053714635696,19,8,0.8962559294940772,81.25757213207538
53,95,58,52.73726404064945,28,22,1.069824657321583,96.13932777139871
50,92,43,47.971494133438114,25,29,0.9161219981514654,80.36192252383734
21,46,39,40.273655686901044,23,18,0.8591129250105972,77.2061357155679
50,76,17,16.35561310655623,11,20,0.4192543655598203,35.143934904079295
31,52,48,45.454530973442154,15,27,0.9697637097198947,89.34587139631361
38,66,56,58.42679953776595,14,27,1.0270392919389462,91.60490768249278
65,50,35,30.754475745048882,21,24,0.6765412092583296,57.926092310386196
37,56,46,47.52832784321298,13,18,0.884041640600658,83.89146194966153
25,91,43,39.34372715593521,13,9,0.7956153940324283,70.25865517250485
24,84,16,11.51170307362473,14,26,0.4586663370009818,42.43048219288754
20,80,49,45.81256282587494,16,15,0.9324233468866274,89.01706581683416
34,59,37,35.12296276758019,15,16,0.7210535931070454,64.97959764254428
50,72,48,47.75585082033148,22,22,0.9525045057593984,95.19656277725925
65,96,48,49.17727897555557,13,8,0.9121272730084605,88.49949257422173
29,93,37,18.55817354285778,22,17,0.6463873491960551,55.5631494155672
68,89,23,18.961747211266175,13,24,0.5272429303014081,48.71795658521279
39,62,59,57.042150113219805,19,17,1.09838376834941,100.0
39,46,47,54.52531019304165,29,8,0.9621189334340793,82.93937840214811
63,57,13,7.599986958089339,10,27,0.34983747567780515,26.677270624725782
47,89,51,51.81398309049956,17,27,1.0114254758244678,95.79871807062256
55,98,27,34.475151548679186,16,11,0.6312560501894131,53.60664762128064
55,59,53,46.43515735026364,14,27,0.9294265623208823,87.14849592055943
62,64,57,58.96987612932201,12,6,0.9914482982082424,91.2527860719798
68,73,34,29.988640830327398,24,25,0.739102128201588,62.28369644423127
25,86,16,13.476831288553827,26,22,0.4280036602524695,33.459505219983136
44,73,47,42.984445830233426,22,25,0.8954658470766929,82.50181464430787
44,47,37,33.34071345792057,24,10,0.7889937130745788,61.65441955531195
51,63,14,27.609560739532466,28,20,0.4541774921177716,34.98495876692198
38,47,12,16.22227936035833,29,7,0.3323914343780852,22.15295171249171
47,98,53,58.50868930893105,23,26,1.026032481655416,97.58968649278397
50,58,40,42.45996743418248,22,19,0.8276979147749273,82.64409112001049
45,84,56,47.96871605799021,21,25,0.9867011269819324,90.45825305369344
64,99,51,52.974789851616535,18,24,1.0485608281618912,90.41818057081171
50,48,29,34.36464807253673,12,14,0.5375149119766157,49.65182386788496
22,96,28,23.733002629804442,20,13,0.6546678450440113,56.157139615041295
65,55,57,61.82663333580563,19,15,1.1186908491972396,100.0
36,75,20,23.521681049270395,10,18,0.540446944131375,52.23552356063662
21,87,49,58.26020022406835,26,28,0.8145059236468869,77.25659880354064
52,76,12,9.911084937431905,22,16,0.43374986385067293,32.13990686441586
66,71,32,26.511945088621367,23,11,0.6012380199113125,55.13234129144741
34,74,16,14.191859453137273,10,15,0.40557469834651705,36.040994944926275
61,87,32,39.17785496581811,11,21,0.7073596415895872,64.71274093706515
45,46,16,6.857970595790185,11,29,0.4146607547115497,31.098170831220354
47,93,55,44.65812142284484,16,13,1.0052620092238518,96.90634675326908
46,53,43,43.446976394658066,18,26,0.8918769096892551,80.97357776007414
63,72,51,48.78705353612922,13,27,0.9947279431845719,91.97571141213203
23,75,28,28.038639465878422,11,17,0.6328395575400485,55.02669511817739
52,78,18,22.726558856179324,28,20,0.5144289272337762,38.57346467974196
58,59,57,54.23715326940574,14,7,0.9866480805559165,94.18362218831027
54,92,27,17.6349708453469,18,9,0.5206235138857834,40.90239270528843
41,69,50,60.22240778599972,22,27,1.0458850501137402,96.63930028804934
46,80,57,52.01385856280612,21,21,1.0719297671504648,95.49206506105013
66,52,54,48.704814389939514,28,5,1.0197140427719187,86.00108136313763
63,53,51,56.51860006861298,18,25,0.9668721622602386,94.51545892859716
48,81,34,32.07755439479241,19,13,0.7459123785711469,63.498729137655026
52,92,23,22.683050739825948,28,27,0.4853530310751119,37.961765001443865
50,89,53,55.41395062030159,19,21,1.0609377435946215,100.0
69,83,34,39.41791551554998,21,17,0.7240460375154555,69.48697570278637
38,76,28,26.33269653409114,23,19,0.6958720029874874,54.870755503188704
49,96,48,55.5997600295715,17,25,0.8819266955445831,78.68563146281463
40,61,24,13.321000756325972,25,12,0.594775206077556,47.13398001972269
50,79,25,28.798936184765385,26,12,0.5759214644656538,51.178122145339266
20,81,36,31.802362209911713,29,6,0.7000378482489715,65.92042424370632
35,63,49,55.86135658303996,13,27,0.9790487238644796,87.18314022442415
42,88,19,19.710222394152726,15,14,0.45369716633072876,43.240009320362965
59,73,13,9.635473339952991,21,9,0.37456091663464963,27.537770996185866
48,51,28,31.314205465108163,27,20,0.5996897140619981,51.98354583379657
20,72,37,41.46594173603626,16,29,0.742276532131222,63.467761472214306
